Name,Address,City,State,Zip Code,County,Minority Group(s),Contact Name,Contact Phone Number,Contact Fax,Certification Number,Certification Date,Contact Email Address,Website,NAICS Codes(s),Products / Services,Geocoded Location
"ADVANCED VISION SYSTEMS, INC",P. O. BOX 426,ACCOKEEK,MD,20607,PRINCE GEORGE'S,FEMALE,MARY DRINKARD,7034478230,4254913564,12-111,03/02/2012 12:00:00 AM,ONECENT@ADVANCEDVISIONSYS.COM,http://WWW.ADVANCEDVISIONSYS.COM,"541330-MBE/DBE/SBE, 541340-MBE/DBE/SBE, 541511-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541513-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 541690-MBE/DBE/SBE, 541910-MBE/DBE/SBE, 561110-MBE/DBE/SBE, 611420-MBE/DBE/SBE",ENGINEERING SERVICES SPECIFICALLY ELECTRICAL ENGINEERING CONSULTING SERVICES DRAFTING SERVICES CUSTOM COMPUTER PROGRAMMING SERVICES SPECIFICALLY COMPUTER SOFTWARE ANALYSIS REQUIREMENTS AND DESIGN SERVICES WEB DESIGN SERVICES COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY COMPUTER SYSTEMS INTEGRATION ANALYSIS AND DESIGN SERVICES COMPUTER FACILITIES MANAGEMENT SERVICES SPECIFICALLY SERVER SETUPS ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY RECORDS MANAGEMENT CONSULTING STRATEGIC PLANNING BUSINESS DEVELOPMENT BUSINESS CONSULTING SERVICES OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES SPECIFICALLY SUSTAINABLE ENERGY SOLUTIONS SAFETY AND SECURITY BASED BUSINESS CONSULTING SERVICES MARKETING RESEARCH AND PUBLIC OPINION POLLING SPECIFICALLY POLLING AND SURVEYING SERVICES OFFICE ADMINISTRATIVE SERVICES SPECIFICALLY OFFICE ADMINISTRATION SUPPORT COMPUTER TRAINING,"P. O. BOX 426
ACCOKEEK, MD 20607
"
"ADVANTAGE MANHOLE & CONCRETE SERVICES, INC.",P. O. BOX 841477,HOUSTON,TX,77284,OTHER STATE,FEMALE,PATRICIA F. WILLIAMS,8324282902,,11-403,07/12/2011 12:00:00 AM,ADVANTAGEMANHOLE@ATT.NET,,237110-MBE/DBE/SBE,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,"P. O. BOX 841477
HOUSTON, TX 77284
"
"ADVANTAGE TELECOM, INC.",P. O. BOX 1154,EMMITSBURG,MD,21727,FREDERICK,FEMALE,HOPE BAKER,3014472001,3014472006,03-442,09/22/2003 12:00:00 AM,INFO@ADVANTAGETELECOMINC.COM,http://WWW.ADVANTAGETELECOMINC.COM,238210-MBE/DBE/SBE,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS SPECIFICALLY TELECOMMUNICATION WIRING INSTALLATION CONTRACTORS CABLE SPLICING FIBER OPTIC,"P. O. BOX 1154
EMMITSBURG, MD 21727
"
ADVERTISE OUT LOUD,P. O. BOX 301,WHITE PLAINS,MD,20695,CHARLES,AFRICAN AMERICAN,TYRIEK BAILEY,8008264066,,16-318,06/23/2016 12:00:00 AM,TBAILEY@ADVERTISEOUTLOUD.NET,http://WWW.ADVERTISEOUTLOUD.NET,"425120-MBE/DBE/SBE, 541613-MBE/DBE/SBE, 541890-MBE/DBE/SBE",WHOLESALE TRADE AGENTS AND BROKERS MARKETING CONSULTING SERVICES OTHER SERVICES RELATED TO ADVERTISING SPECIFICALLY ADVERTISING SPECIALTY E G KEYCHAIN MAGNET PEN DISTRIBUTION SERVICES,"P. O. BOX 301
WHITE PLAINS, MD 20695
"
"AEA GROUP, LLC.",P.O. BOX 171,GLYNDON,MD,21071,BALTIMORE,AFRICAN AMERICAN / FEMALE,TIFFANY MORELAND,4434153148,0,17-145,03/22/2017 12:00:00 AM,T.ALLEN@AEACONSULTINGFIRM.COM,,,,"P.O. BOX 171
GLYNDON, MD 21071
"
"AMERICAN FLAG, INC.",P.O. BOX 614,TOWNSEND,DE,19734,OTHER STATE,FEMALE,BRANDI L. REDROW,3027436146,3026590176,13-053,02/14/2013 12:00:00 AM,AMERICANFLAGINC@AOL.COM,,561990-MBE/DBE/SBE,ALL OTHER SUPPORT SERVICES SPECIFICALLY FLAGGING SERVICES,"P.O. BOX 614
TOWNSEND, DE 19734
"
"AFILON, INC",P O BOX 60054,ROCKVILLE,MD,20859-0054,MONTGOMERY,HISPANIC AMERICAN,CHARLES VELA,3015153985,3015153984,06-113,03/17/2006 12:00:00 AM,CVELA@EXPERTECH.INFO,http://WWW.EXPERTECH.INFO,"541330-MBE/DBE/SBE, 541511-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 541710-MBE/DBE/SBE",CUSTOM COMPUTER PROGRAMMING SERVICES COMPUTER SYSTEMS DESIGN SERVICES ENGINEERING SERVICES SPECIFICALLY IT ENGINEERING ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY IT CONSULTING STRATEGIC CONSULTING,"P O BOX 60054
ROCKVILLE, MD 20859-0054
"
"HARRIS, DIANNE O.",14800 4TH STREET SUITE 81B,LAUREL,MD,20707,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,DIANNE O. HARRIS,2404327570,,11-582,10/14/2011 12:00:00 AM,OLIPHANTDH@GMAIL.COM,,611430-MBE/DBE/SBE,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,"14800 4TH STREET SUITE 81B
LAUREL, MD 20707
(39.093945, -76.86022)"
"AIR FREIGHT PLUS, INC.",P O BOX 137,HANOVER,MD,21076,ANNE ARUNDEL,FEMALE,CATHERINE A. MOON,4105901234,4107689452,13-232,05/07/2013 12:00:00 AM,CATHY.MOON@AFPLUS.COM,http://WWW.AFPLUS.COM,"484220-MBE/DBE/SBE, 488510-MBE/DBE/SBE, 492110-MBE/DBE/SBE, 493110-MBE/DBE/SBE, 541614-MBE/DBE/SBE",SPECIALIZED FREIGHT EXCEPT USED GOODS TRUCKING LOCAL SPECIFICALLY PICKUP AND DELIVER FREIGHT TO TERMINAL FOR SHIPMENT FREIGHT TRANSPORTATION ARRANGEMENT SPECIFICALLY FREIGHT FORWARDING SHIPPING AGENTS COURIERS AND EXPRESS DELIVERY SERVICES SPECIFICALLY EXPRESS DELIVERY AND COURIER SERVICES EXCEPT ESTABLISHMENTS OPERATING UNDER A UNIVERSAL SERVICE OBLIGATION GENERAL WAREHOUSING AND STORAGE SPECIFICALLY GENERAL WAREHOUSING AND STORAGE PROCESS PHYSICAL DISTRIBUTION AND LOGISTICS CONSULTING SERVICES SPECIFICALLY CUSTOMS FRIEGHT RATE LOGISTICS MANAGEMENT PHYSICAL DISTRIBUTION TARIFF RATE AND TRANSPORTATION MANAGEMENT CONSULTING SERVICES,"P O BOX 137
HANOVER, MD 21076
"
"AIRMASTER HEATING & COOLING, INC.",P O BOX 3033,EASTON,MD,21601,TALBOT,HISPANIC AMERICAN,EFRAIN VELAZQUEZ,4108229993,4108229980,15-386,08/07/2015 12:00:00 AM,AIRMASTER2005@GMAIL.COM,http://WWW.AIRMASTER.INFO,238220-MBE/DBE/SBE,PLUMBING HEATING AND AIR CONDITIONING CONTRACTORS SPECIFICALLY SALES SERVICE AND INSTALLATION OF HVAC SYSTEMS,"P O BOX 3033
EASTON, MD 21601
"
"AIW, INC",P. O. BOX 354574,PALM COAST,FL,32135,OTHER STATE,NATIVE AMERICAN / FEMALE,KRISTA GATES,4073474018,4073474018,12-053,02/02/2012 12:00:00 AM,KERI@AIWONLINE.NET,http://WWW.AIWONLINE.NET,"423420-MBE/DBE/SBE, 423430-MBE/DBE/SBE, 423610-MBE/DBE/SBE, 423710-MBE/DBE/SBE, 425120-MBE/DBE/SBE",OFFICE EQUIPMENT MERCHANT WHOLESALERS COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS ELECTRICAL APPARATUS AND EQUIPMENT WIRING SUPPLIES AND RELATED EQUIPMENT MERCHANT WHOLESALERS HARDWARE MERCHANT WHOLESALERS WHOLESALE TRADE AGENTS AND BROKERS SPECIFICALLY SALE OF OFFICE EQUIPMENT COMPUTER AND COMPUTER PERIPHERAL AND SOFTWARE ELECTRICAL APPARATUS AND EQUIPMENT WIRING SUPPLIES AND RELATED EQUIPMENT AND HARDWARE,"P. O. BOX 354574
PALM COAST, FL 32135
"
"ALBANY INFORMATION TECHNOLOGY GROUP, LLC",PO BOX 3549,SARATOGA SPRINGS,NY,12866,OTHER STATE,HISPANIC AMERICAN,MICHAEL WOYTOWICH,5182900405,,14-487,09/04/2014 12:00:00 AM,MW@ALBANYITG.COM,http://WWW.ALBANYITG.COM,"541513-MBE/DBE/SBE, 541519-MBE/DBE/SBE",COMPUTER FACILITIES MANAGEMENT SERVICES SPECIFICALLY PROJECT MANAGEMENT OTHER COMPUTER RELATED SERVICES SPECIFICALLY COMPUTER TRAINING AND PROJECT MANAGEMENT,"PO BOX 3549
SARATOGA SPRINGS, NY 12866
"
"ALERON TECHNOLOGIES, LLC",P. O. BOX 754,CHELTENHAM,MD,20623,PRINCE GEORGE'S,AFRICAN AMERICAN,RODERICK HALL,2403051136,,14-081,02/24/2014 12:00:00 AM,OFFICE@ALERONTEK.COM,http://WWW.ALERONTEK.COM,"238210-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 611420-MBE/DBE/SBE, 811212-MBE/DBE/SBE",ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS SPECIFICALLY FIBER OPTIC CABLE EXCEPT TRANSMISSION LINES INSTALLATION COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY COMPUTER SYSTEMS INTEGRATION ANALYSIS AND DESIGN SERVICES FOR WINDOWS DNS UNIX VMWARE AND LINUX SYSTEMS MODERNIZATION VIRTUALIZATION OTHER COMPUTER RELATED SERVICES SPECIFICALLY COMPUTER DISASTER RECOVERY SERVICES COMPUTER SOFTWARE INSTALLATION SERVICES CYBER SECURITY CONSULTING INFORATION ASSURANCE SERVICES CISSP CERTIFIED INFORMATION SYSTEMS SECURITY PROFESSIONAL ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY INFORMATION TECHNOLOGY CONTRACT AND PROGRAM MANAGEMENT CONSULTING COMPUTER TRAINING SPECIFICALLY COMPUTER SOFTWARE TRAINING FOR UNIX LINUX VMWARE AND WINDOWS COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE SPECIFICALLY COMPUTER EQUIPMENT REPAIR AND MAINTENANCE SERVICES WITHOUT RETAILING NEW COMPUTERS,"P. O. BOX 754
CHELTENHAM, MD 20623
"
"ALFREDO TRUCKING, INC.",P. O. BOX 276,ANNAPOLIS JUNCTION,MD,20701,HOWARD,HISPANIC AMERICAN,ALFREDO ARGUMEDO,3014974111,3014974114,05-205,05/02/2005 12:00:00 AM,ALFREDOTRUCKING@VERIZON.NET,http://WWW.ALFREDOTRUCKING.COM,"484220-MBE/DBE/SBE, 488490-MBE/DBE/SBE",SPECIALIZED FREIGHT EXCEPT USED GOODS TRUCKING LOCAL SPECIFICALLY TRUCK HAULING TO INCLUDE AGGREGATE SAND ROCK AND HAULING WASTE TO THE LANDFILL OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION SPECIFICALLY SNOW REMOVAL HIGHWAY,"P. O. BOX 276
ANNAPOLIS JUNCTION, MD 20701
"
"ALL 4 ONE TUTORING, LLC",P.O. BOX 21360,PIKESVILLE,MD,21282,BALTIMORE,AFRICAN AMERICAN / FEMALE,DR. CHARICE HAYES,4434239082,4106021381,16-181,04/20/2016 12:00:00 AM,CHAYES@ALL4ONETUTORING.COM,http://WWW.ALL4ONETUTORING.COM,"611430-MBE/DBE/SBE, 611691-MBE/DBE/SBE, 611710-MBE/DBE/SBE",PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING EXAM PREPARATION AND TUTORING EDUCATIONAL SUPPORT SERVICES,"P.O. BOX 21360
PIKESVILLE, MD 21282
"
"CAPITAL BELTWAY ENVIRONMENTAL , LLC",P. O. BOX 536,COLUMBIA,MD,21045,HOWARD,FEMALE,NAOMI CARA BLALOCK,2409881433,,16-235,05/17/2016 12:00:00 AM,CBESERVICES@HOT.MAIL.COM,,541620-MBE/DBE/SBE,ENVIRONMENTAL CONSULTING SERVICES SPECIFICALLY REGULATORY COMPLIANCE REVIEW AIR MONITORING AND LEAD ASBESTOS MOLD INSPECTION SERVICES,"P. O. BOX 536
COLUMBIA, MD 21045
"
"ALLEGANY DOOR AND HARDWARE, INC.",P. O. BOX 1915,HAGERSTOWN,MD,21742,WASHINGTON,FEMALE,PAMELA K. STAMPER,3017398900,3017903009,91-188,11/14/1991 12:00:00 AM,PAMSTAMPER@ALLEGANYDOOR.COM,http://WWW.ALLEGANYDOOR.COM,"332321-MBE/DBE/SBE, 332999-MBE/DBE/SBE, 423310-MBE/DBE/SBE, 423390-MBE/DBE/SBE, 423710-MBE/DBE/SBE",OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS SPECIFICALLY HOLLOW METAL DOORS FRAMES HARDWARE MERCHANT WHOLESALERS SPECIFICALLY DOOR HARDWARE ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING SPECIFICALLY UL RATED MODIFICATIONS OF FIRE DOORS METAL WINDOW AND DOOR MANUFACTURING SPECIFICALLY THE ASSEMBLY AND WELDING OF DOOR FRAMES LUMBER PLYWOOD MILLWORK AND WOOD PANEL MERCHANT WHOLESALERS SPECIFICALLY DISTRIBUTORS OF BUILDING MATERIALS CONSISTING OF DOORS AND HARDWARE COMMERCIAL ONLY DISTRIBUTION OF BUILDING MATERIALS SPECIALTY ITEMS TOILET PARTITIONS DOOR HINGES KICK PLATES WOOD DOORS,"P. O. BOX 1915
HAGERSTOWN, MD 21742
"
"ALLSTATE SHEET METAL, INC.",P. O. BOX 97,BENSON,MD,21018,HARFORD,FEMALE,THERESA A. MAGNESS,4436199486,,08-041,02/01/2008 12:00:00 AM,THERESAM@ALLSTATE-SHEETMETAL.COM,,"238220-MBE/DBE/SBE, 332313-MBE/DBE/SBE, 423720-MBE/DBE/SBE, 423730-MBE/DBE/SBE, 425120-MBE/DBE/SBE",PLUMBING HEATING AND AIR CONDITIONING CONTRACTORS SPECIFICALLY DUCTWORK INSTALLATION AIR SYSTEM BALANCING AND TESTING BLOWER AND FAN PLACEMENT SCRUBBER AIR PURIFICATION PLACEMENT DUST COLLECTION PLACEMENT HEATING EQUIPMENT PLACEMENT CENTRAL A C EQUIPMENT PLACEMENT NO WIRING OR PLUMBING VENTILATING CONTRACTORS PLUMBING AND HEATING EQUIPMENT AND SUPPLIES HYDRONICS MERCHANT WHOLESALERS SPECIFICALLY BOILERS AND HEATING EQUIPMENT WARM AIR HEATING AND AIR CONDITIONING EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS SPECIFICALLY WARM AIR HEAT EQUIPMENT AND SUPPLIES ONLY WHOLESALE TRADE AGENTS AND BROKERS SPECIFICALLY BOILERS HEATING EQUIPMENT AND SUPPLIES PLATE WORK MANUFACTURING SPECIFICALLY AIR CONDITIONING DUCTWORK,"P. O. BOX 97
BENSON, MD 21018
"
"ALPHA OFFICE SUPPLIES, INC.",THE PARKSIDE LOFTS,PHILADELPHIA,PA,19131,OTHER STATE,AFRICAN AMERICAN,TERRILL BROWN,2152262690,2152230321,11-640,11/09/2011 12:00:00 AM,JACKI.BRANSON@ALPHAOS.COM,http://WWW.ALPHAOS.COM,"423210-MBE-ONLY, 423220-MBE-ONLY, 423430-MBE-ONLY, 424120-MBE-ONLY",FURNITURE MERCHANT WHOLESALERS HOME FURNISHING MERCHANT WHOLESALERS SPECIFICALLY FLOOR COVERING MERCHANT WHOLESALERS COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,"THE PARKSIDE LOFTS
PHILADELPHIA, PA 19131
"
"ALTRO JANITORIAL AND MAINTENANCE SERVICES, LLC",P. O. BOX 1394,UPPER MARLBORO,MD,20772,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,ALICE ELLIS-WILLIAMS,3012440285,3013272950,09-054,01/24/2009 12:00:00 AM,WECLEAN@ALTRO-ENTERPRISE.COM,http://WWW.COMMERCIAL-OFFICE-CLEANER.COM,561720-MBE/DBE/SBE,JANITORIAL SERVICES,"P. O. BOX 1394
UPPER MARLBORO, MD 20772
"
"AMBUSH ASSOCIATES, INC.",P. O. BOX 3579,SILVER SPRING,MD,20918,MONTGOMERY,AFRICAN AMERICAN,ANTHONY W. AMBUSH,3016819270,3016819414,99-024,02/03/1999 12:00:00 AM,TONY@AMBUSHINSURANCE.COM,http://WWW.AMBUSHINSURANCE.COM,524210-MBE/DBE/SBE,INSURANCE AGENCIES AND BROKERAGES,"P. O. BOX 3579
SILVER SPRING, MD 20918
"
"TRAFFIC CONTROL SERVICES, LLC",P O BOX 280,MIDDLETOWN,PA,17057,OTHER STATE,FEMALE,MICHELE M. DONER,7179448440,7172201927,07-285,08/10/2007 12:00:00 AM,MICHELE.DONER@FLAGGERFORCE.COM,http://WWW.FLAGGERFORCE.COM,.,NULL,"P O BOX 280
MIDDLETOWN, PA 17057
"
"AMERICAN CONSTRUCTION ASSOCIATES, LLC",9612 MARLBORO PIKE/PENNSYLVANIA AVENUE,UPPER MARLBORO,MD,20772,PRINCE GEORGE'S,HISPANIC AMERICAN,ANDY J. CHICAS,2406192346,2406192402,12-625,11/30/2012 12:00:00 AM,SERVICE@ACALLCCO.COM,http://WWW.ACALLCCO.COM,"236118-MBE/DBE/SBE, 236220-MBE/DBE/SBE, 238310-MBE/DBE/SBE, 238320-MBE/DBE/SBE, 238330-MBE/DBE/SBE, 238340-MBE/DBE/SBE, 238350-MBE/DBE/SBE",RESIDENTIAL REMODELERS COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION DRYWALL AND INSULATION CONTRACTORS PAINTING AND WALL COVERING CONTRACTORS FLOORING CONTRACTORS TILE AND TERRAZZO CONTRACTORS FINISH CARPENTRY CONTRACTORS,"9612 MARLBORO PIKE/PENNSYLVANIA AVENUE
UPPER MARLBORO, MD 20772
"
AMERICAN CONTRACTING CORPORATION,P. O. BOX 12395,SILVER SPRING,MD,20908,MONTGOMERY,ASIAN AMERICAN PACIFIC,ADAM SHIRAZI,3017606108,,16-387,07/22/2016 12:00:00 AM,ADAM@AMERICANCONTRACTINGCORP.COM,http://WWW.AMERICANCONTRACTINGCORP.COM,"236115-MBE/DBE/SBE, 236116-MBE/DBE/SBE, 236118-MBE/DBE/SBE, 236210-MBE/DBE/SBE, 236220-MBE/DBE/SBE, 238110-MBE/DBE/SBE, 238130-MBE/DBE/SBE, 238310-MBE/DBE/SBE, 238320-MBE/DBE/SBE",NEW SINGLE FAMILY HOUSING CONSTRUCTION EXCEPT FOR SALE BUILDERS SPECIFICALLY CONSTRUCTION MANAGEMENT NEW MULTIFAMILY HOUSING CONSTRUCTION EXCEPT FOR SALE BUILDERS SPECIFICALLY CONSTRUCTION MANAGEMENT RESIDENTIAL REMODELERS SPECIFICALLY CONSTRUCTION MANAGEMENT INDUSTRIAL BUILDING CONSTRUCTION SPECIFICALLY CONSTRUCTION MANAGEMENT COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION SPECIFICALLY CONSTRUCTION MANAGEMENT POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS FRAMING CONTRACTORS DRYWALL AND INSULATION CONTRACTORS PAINTING AND WALL COVERING CONTRACTORS,"P. O. BOX 12395
SILVER SPRING, MD 20908
"
"AMERICAN ENGINEERING SOLUTIONS, LLC",PO BOX 1433,ELLICOTT CITY,MD,21041,HOWARD,FEMALE,JOSETTE WHEATLEY,4102069539,4104655398,14-335,06/19/2014 12:00:00 AM,JWHEATLEY444@HOTMAIL.COM,http://AMERICANENGINEERINGSOLUTIONS.COM,541340-MBE/DBE/SBE,DRAFTING SERVICES SPECIFICALLY CAD DESIGN AND DRAFTING SERVICES FRENCH ENGLISH STANDARD METRIC BUILDING ARCHITECTURAL LANDSCAPE ARCHITECTURAL AND MAPPING SERVICES,"PO BOX 1433
ELLICOTT CITY, MD 21041
"
"AMERICAN NATIONAL PROTECTIVE SERVICES, LLC",1478 ADDISON ROAD,CAPITAL HEIGHTS,MD,20743,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,LORALYN MAYO-KEY,3018080001,3018080014,12-675,12/21/2012 12:00:00 AM,LMAYO.ANPSLLC@GMAIL.COM,http://WWW.ANPSLLC.COM,561612-MBE/DBE/SBE,SECURITY GUARDS AND PATROL SERVICES,"1478 ADDISON ROAD
CAPITAL HEIGHTS, MD 20743
"
AMERICAN SERVICE & INSTALLATION CORP,P. O. BOX 12345,SILVER SPRING,MD,20908,MONTGOMERY,ASIAN AMERICAN SUB-CONTINENT,ALI A. SHIRAZI,3019243800,3019249048,09-248,05/11/2009 12:00:00 AM,ASIC12345@VERIZON.NET,http://WWW.AMERICANSERVICENOW.COM,"236118-MBE/DBE/SBE, 236220-MBE/DBE/SBE, 238110-MBE/DBE/SBE, 238130-MBE/DBE/SBE, 238140-MBE/DBE/SBE, 238160-MBE/DBE/SBE, 238170-MBE/DBE/SBE, 238310-MBE/DBE/SBE, 238320-MBE/DBE/SBE, 238330-MBE/DBE/SBE, 238340-MBE/DBE/SBE, 238910-MBE/DBE/SBE, 444190-MBE/DBE/SBE",RESIDENTIAL REMODELERS SPECIFICALLY RENOVATIONS OF KITCHENS BATHS CONSTRUCTION MANAGEMENT COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS SPECIFICALLY REPAIR AND INSTALLATION OF BRICK AND CONCRETE PATIOS SIDEWALKS CURBS FOOTERS AND DRIVEWAYS FRAMING CONTRACTORS MASONRY CONTRACTORS ROOFING CONTRACTORS SPECIFICALLY REPAIR INSTALLATION AND MAINTENANCE SIDING CONTRACTORS SPECIFICALLY GUTTER AND DOWNSPOUT CONTRACTOR INSTALLATION REPAIR AND MAINTENANCE DRYWALL AND INSULATION CONTRACTORS PAINTING AND WALL COVERING CONTRACTORS FLOORING CONTRACTORS TILE AND TERRAZZO CONTRACTORS SPECIFICALLY INSTALLATION OF CERAMIC GRANITE MARBLE AND TILE FLOORING SITE PREPARATION CONTRACTORS OTHER BUILDING MATERIAL DEALERS SPECIFICALLY INSTALLATION OF KITCHENS AND BATHROOMS CUSTOM CABINETS AND DOORS CARPENTRY AND WOODWORKING SUCH AS CROWN MOLDING AND TRIM FRAMING AND DRYWALL FINISH AND REPAIR PAINTING EXTERIOR ROOFING AND GUTTERS DOORS WINDOWS DECKS PORCHES FENCES,"P. O. BOX 12345
SILVER SPRING, MD 20908
"
"ANDERSON ASSOCIATION MANAGEMENT COMPANY, LLC",P.O. BOX 730,ARNOLD,MD,21012,ANNE ARUNDEL,HISPANIC AMERICAN / FEMALE,STEPHANIE ANDERSON,3017045072,4104318893,13-519,12/04/2013 12:00:00 AM,STEPHCLOPEZ@YAHOO.COM,http://WWW.ANDERSONASSOCIATIONMANAGEMENT.COM,"541611-MBE/DBE/SBE, 561110-MBE/DBE/SBE",ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY ADMINISTRATIVE AND GENERAL BUSINESS MANAGEMENT CONSULTING SERVICES TO INCLUDE HUMAN RESOURCES AND MARKETING CONSULTING SERVICES OFFICE ADMINISTRATIVE SERVICES SPECIFICALLY DAY TO DAY OFFICE ADMINISTRATIVE SERVICES INCLUDING PERSONNEL BILLING AND RECORDKEEPING SERVICES,"P.O. BOX 730
ARNOLD, MD 21012
"
"ANALYGENCE, INC.",11102 RADCLIFF LN,FULTON,MD,20759,HOWARD,AFRICAN AMERICAN,"LONNIE PARKER, JR.",3018304028,8665365974,14-481,09/04/2014 12:00:00 AM,LPARKER@ANALYGENCE.COM,http://WWW.ANALYGENCE.COM,"541512-MBE/DBE/SBE, 541513-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 541690-MBE/DBE/SBE",COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY COMPUTER SYSTEMS INTEGRATION ANALYSIS AND DESIGN SERVICES COMPUTER ENGINEERING COMPUTER FACILITIES MANAGEMENT SERVICES SPECIFICALLY COMPUTER SYSTEMS FACILITIES MANAGEMENT I E CLIENTS FACILITIES AND OPERATION SERVICES HELP FESK SUPPORT TIER 1 2 AND 3 OTHER COMPUTER RELATED SERVICES SPECIFICALLY SOFTWARE INSTALLATION SERVICES IT SECURITY TEST AND EVALUATION MIGRATION ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY STRATEGIC PLANNING CONSULTING BUSINESS PROCESS CONSULTING IT PROGRAM MANAGEMENT OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES SPECIFICALLY IT SECURITY PHYSICAL BUILDING SECURITY AND ECONOMIC CONSULTING,"11102 RADCLIFF LN
FULTON, MD 20759
"
"ANGELA B. ASSADI, LLC",P O BOX 902,SALISBURY,MD,21801,WICOMICO,FEMALE,"ANGELA B. ASSADI, CPA",4438801676,,15-528,10/07/2015 12:00:00 AM,ANGELAASSADI@ANGELABASSADICPA.COM,http://WWW.ANGELABASSADICPA.COM,"523930-MBE/DBE/SBE, 541199-MBE/DBE/SBE, 541211-MBE/DBE/SBE",INVESTMENT ADVICE SPECIFICALLY FINANCIAL PLANNING AND INVESTMENT ADVICE CUSTOMIZED FEES PAID BY CLIENT TAX AND ESTATE PLANNING ALL OTHER LEGAL SERVICES SPECIFICALLY NOTARY PUBLIC SERVICES OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS SPECIFICALLY OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS CPA CERTIFIED VALUATION ANALYST CVA MASTER ANALYST IN FINANCIAL FORENSICS MAFF ACCOUNTING FORENSIC ACCOUNTING PAYROLL SERVICES CERTIFIED PAYROLL TAX PREPARATION CONSULTING BUSINESS VALUATIONS LITIGATION SUPPORT EXPERT WITNESS BOOKKEEPING FINANCIAL STATEMENTS,"P O BOX 902
SALISBURY, MD 21801
"
"ANSWER QUEST TECHNOLOGIES, INC.",P.O. BOX 43494,BALTIMORE,MD,21236,HARFORD,FEMALE,LINDA LINK,4105383698,,99-252,09/22/1999 12:00:00 AM,LLINK@ANSWERQUEST.COM,http://WWW.ANSWERQUEST.COM,"541512-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 611420-MBE/DBE/SBE",COMPUTER SYSTEMS DESIGN SERVICES COMPUTER INTEGRATED SYSTEMS DESIGN SPECIFICALLY NETWORK MAINTENANCE OTHER COMPUTER RELATED SERVICES COMPUTER RELATED SERVICES NOT ELSEWHERE CLASSIFIED SPECIFICALLY WRITING AND EDITING TECHNICAL COMPUTER MANUALS AND WEB PAGE DESIGN COMPUTER TRAINING COMPUTER SOFTWARE TRAINING,"P.O. BOX 43494
BALTIMORE, MD 21236
"
