idnaicsLookup	naicsCode	naicsName		#REF!	#REF!
1715	115114	Postharvest Crop Activities (Except Cotton Ginning)		#REF!	#REF!
1716	115114	Postharvest Crop Activities (Except Cotton Ginning)		#REF!	#REF!
1717	444220	"Nursery, Garden Center, and Farm Supply Stores"		#REF!	#REF!
1718	424510	Grain and Field Bean Merchant Wholesalers		#REF!	#REF!
1719	424510	Grain and Field Bean Merchant Wholesalers		#REF!	#REF!
1720	424310	"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"		#REF!	#REF!
1721	424590	Other Farm Product Raw Material Merchant Wholesalers		#REF!	#REF!
1722	424590	Other Farm Product Raw Material Merchant Wholesalers		#REF!	#REF!
1723	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1724	424590	Other Farm Product Raw Material Merchant Wholesalers		#REF!	#REF!
1725	424330	"Womens, Childrens, and Infants Clothing and Accessories Merchant Wholesalers"		#REF!	#REF!
1726	453998	All Other Misc. Store Retailers (Except Tobacco Stores)		#REF!	#REF!
1727	423390	Other Construction Material Merchant Wholesalers		#REF!	#REF!
1728	423510	Metal Service Centers and Other Metal Merchant Wholesalers		#REF!	#REF!
1729	423830	Industrial Machinery and Equipment Merchant Wholesalers		#REF!	#REF!
1730	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1731	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1732	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1733	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1734	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1735	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1736	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1737	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1738	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1739	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1740	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1741	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1742	423810	Construction and Mining (Except Oil Well) Machinery and Equipment Merchant Wholesalers		#REF!	#REF!
1743	532412	"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"		#REF!	#REF!
1744	423810	Construction and Mining (Except Oil Well) Machinery and Equipment Merchant Wholesalers		#REF!	#REF!
1745	423830	Industrial Machinery and Equipment Merchant Wholesalers		#REF!	#REF!
1746	532490	Other Commercial and Industrial Machinery and Equipment Rental and Leasing		#REF!	#REF!
1747	423830	Industrial Machinery and Equipment Merchant Wholesalers		#REF!	#REF!
1748	532420	Office Machinery and Equipment Rental and Leasing		#REF!	#REF!
1749	444190	Other Building Material Dealers		#REF!	#REF!
1750	423720	Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers		#REF!	#REF!
1751	423820	Farm and Garden Machinery and Equipment Merchant Wholesalers		#REF!	#REF!
1752	424490	Other Grocery and Related Products Merchant Wholesalers		#REF!	#REF!
1753	424990	Other Misc. Nondurable Goods Merchant Wholesalers		#REF!	#REF!
1754	312113	Ice Mfg.		#REF!	#REF!
1755	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1756	423830	Industrial Machinery and Equipment Merchant Wholesalers		#REF!	#REF!
1757	115114	Postharvest Crop Activities (Except Cotton Ginning)		#REF!	#REF!
1758	424910	Farm Supplies Merchant Wholesalers		#REF!	#REF!
1759	424510	Grain and Field Bean Merchant Wholesalers		#REF!	#REF!
1760	493190	Other Warehousing and Storage		#REF!	#REF!
1761	493190	Other Warehousing and Storage		#REF!	#REF!
1762	444190	Other Building Material Dealers		#REF!	#REF!
1763	444190	Other Building Material Dealers		#REF!	#REF!
1764	444190	Other Building Material Dealers		#REF!	#REF!
1765	454310	Fuel Dealers		#REF!	#REF!
1766	444110	Home Centers		#REF!	#REF!
1767	423310	"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"		#REF!	#REF!
1768	423520	Coal and Other Mineral and Ore Merchant Wholesalers		#REF!	#REF!
1769	423310	"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"		#REF!	#REF!
1770	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1771	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1772	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1773	562920	Materials Recovery Facilities		#REF!	#REF!
1774	562920	Materials Recovery Facilities		#REF!	#REF!
1775	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1776	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1777	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1778	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1779	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1780	112920	Horses and Other Equine Production		#REF!	#REF!
1781	112920	Horses and Other Equine Production		#REF!	#REF!
1782	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
1783	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
1784	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
1785	115210	Support Activities for Animal Production		#REF!	#REF!
1786	711212	Racetracks		#REF!	#REF!
1787	711212	Racetracks		#REF!	#REF!
1788	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
1789	112920	Horses and Other Equine Production		#REF!	#REF!
1790	424520	Livestock Merchant Wholesalers		#REF!	#REF!
1791	112112	Cattle Feedlots		#REF!	#REF!
1792	424520	Livestock Merchant Wholesalers		#REF!	#REF!
1793	424520	Livestock Merchant Wholesalers		#REF!	#REF!
1794	424520	Livestock Merchant Wholesalers		#REF!	#REF!
1795	424520	Livestock Merchant Wholesalers		#REF!	#REF!
1796	112112	Cattle Feedlots		#REF!	#REF!
1797	493120	Refrigerated Warehousing and Storage		#REF!	#REF!
1798	493120	Refrigerated Warehousing and Storage		#REF!	#REF!
1799	493110	General Warehousing and Storage		#REF!	#REF!
1800	493110	General Warehousing and Storage		#REF!	#REF!
1801	493110	General Warehousing and Storage		#REF!	#REF!
1802	484210	Used Household and Office Goods Moving		#REF!	#REF!
1803	484210	Used Household and Office Goods Moving		#REF!	#REF!
1804	493130	Farm Product Warehousing and Storage		#REF!	#REF!
1805	424690	Other Chemical and Allied Products Merchant Wholesalers		#REF!	#REF!
1806	454310	Fuel Dealers		#REF!	#REF!
1807	454310	Fuel Dealers		#REF!	#REF!
1808	454310	Fuel Dealers		#REF!	#REF!
1809	454310	Fuel Dealers		#REF!	#REF!
1810	454310	Fuel Dealers		#REF!	#REF!
1811	454310	Fuel Dealers		#REF!	#REF!
1812	424710	Petroleum Bulk Stations and Terminals		#REF!	#REF!
1813	424720	Petroleum and Petroleum Products Merchant Wholesalers (Except Bulk Stations and Terminals)		#REF!	#REF!
1814	237310	"Highway, Street, and Bridge Construction"		#REF!	#REF!
1815	423850	Service Establishment Equipment and Supplies Merchant Wholesalers		#REF!	#REF!
1816	811198	All Other Automotive Repair and Maintenance		#REF!	#REF!
1817	811192	Car Washes		#REF!	#REF!
1818	447190	Other Gasoline Stations		#REF!	#REF!
1819	532112	Passenger Car Leasing		#REF!	#REF!
1820	811113	Automotive Transmission Repair		#REF!	#REF!
1821	811191	Automotive Oil Change and Lubrication Shops		#REF!	#REF!
1822	811111	General Automotive Repair		#REF!	#REF!
1823	441110	New Car Dealers		#REF!	#REF!
1824	441110	New Car Dealers		#REF!	#REF!
1825	811192	Car Washes		#REF!	#REF!
1826	811112	Automotive Exhaust System Repair		#REF!	#REF!
1827	811122	Automotive Glass Replacement Shops		#REF!	#REF!
1828	447190	Other Gasoline Stations		#REF!	#REF!
1829	453930	Manufactured (Mobile) Home Dealers		#REF!	#REF!
1830	441228	"Motorcycle, ATV, and All Other Motor Vehicle Dealers"		#REF!	#REF!
1831	441320	Tire Dealers		#REF!	#REF!
1832	326212	Tire Retreading		#REF!	#REF!
1833	447190	Other Gasoline Stations		#REF!	#REF!
1834	532120	"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"		#REF!	#REF!
1835	447190	Other Gasoline Stations		#REF!	#REF!
1836	621910	Ambulance Services		#REF!	#REF!
1837	532111	Passenger Car Rental		#REF!	#REF!
1838	485113	Bus and Other Motor Vehicle Transit Systems		#REF!	#REF!
1839	485320	Limousine Service		#REF!	#REF!
1840	485112	Commuter Rail Systems		#REF!	#REF!
1841	485310	Taxi Service		#REF!	#REF!
1842	532120	"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"		#REF!	#REF!
1843	812930	Parking Lots and Garages		#REF!	#REF!
1844	812930	Parking Lots and Garages		#REF!	#REF!
1845	811121	"Automotive Body, Paint, and Interior Repair and Maintenance"		#REF!	#REF!
1846	811121	"Automotive Body, Paint, and Interior Repair and Maintenance"		#REF!	#REF!
1847	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1848	423930	Recyclable Material Merchant Wholesalers		#REF!	#REF!
1849	541310	Architectural Services		#REF!	#REF!
1850	541330	Engineering Services		#REF!	#REF!
1851	541420	Industrial Design Services		#REF!	#REF!
1852	213112	Support Activities for Oil and Gas Operations		#REF!	#REF!
1853	541370	Surveying and Mapping (Except Geophysical) Services		#REF!	#REF!
1854	541430	Graphic Design Services		#REF!	#REF!
1855	541340	Drafting Services		#REF!	#REF!
1856	541360	Geophysical Surveying and Mapping Services		#REF!	#REF!
1857	541360	Geophysical Surveying and Mapping Services		#REF!	#REF!
1858	561599	All Other Travel Arrangement and Reservation Services		#REF!	#REF!
1859	488320	Marine Cargo Handling		#REF!	#REF!
1860	488390	Other Support Activities for Water Transportation		#REF!	#REF!
1861	561599	All Other Travel Arrangement and Reservation Services		#REF!	#REF!
1862	488320	Marine Cargo Handling		#REF!	#REF!
1863	488390	Other Support Activities for Water Transportation		#REF!	#REF!
1864	811310	Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance		#REF!	#REF!
1865	561790	Other Services to Buildings and Dwellings		#REF!	#REF!
1866	561790	Other Services to Buildings and Dwellings		#REF!	#REF!
1867	524291	Claims Adjusting		#REF!	#REF!
1868	541370	Surveying and Mapping (Except Geophysical) Services		#REF!	#REF!
1869	524210	Insurance Agencies and Brokerages		#REF!	#REF!
1870	711212	Racetracks		#REF!	#REF!
1871	531390	Other Activities Related to Real Estate		#REF!	#REF!
1872	541350	Building Inspection Services		#REF!	#REF!
1873	531210	Offices of Real Estate Agents and Brokerages		#REF!	#REF!
1874	531320	Offices of Real Estate Appraisers		#REF!	#REF!
1875	524210	Insurance Agencies & Brokerages		#REF!	#REF!
1876	524298	All Other Insurance Related Activities		#REF!	#REF!
1877	524113	Direct Life Insurance Carriers		#REF!	#REF!
1878	524126	Direct Property and Casualty Insurance Carriers		#REF!	#REF!
1879	525190	Other Insurance Funds		#REF!	#REF!
1880	561990	All Other Support Services		#REF!	#REF!
1881	561599	All Other Travel Arrangement and Reservation Services		#REF!	#REF!
1882	488210	Support Activities for Rail Transportation		#REF!	#REF!
1883	488210	Support Activities for Rail Transportation		#REF!	#REF!
1884	488210	Support Activities for Rail Transportation		#REF!	#REF!
1885	541611	Administrative Management and General Management Consulting Services		#REF!	#REF!
1886	711410	"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"		#REF!	#REF!
1887	561440	Collection Agencies		#REF!	#REF!
1888	523140	Commodity Contracts Brokerage		#REF!	#REF!
1889	523130	Commodity Contracts Dealing		#REF!	#REF!
1890	561591	Convention and Visitors Bureaus		#REF!	#REF!
1891	561450	Credit Bureaus		#REF!	#REF!
1892	541860	Direct Mail Advertising		#REF!	#REF!
1893	611710	Educational Support Services		#REF!	#REF!
1894	812990	All Other Personal Services		#REF!	#REF!
1895	561312	Executive Search Services		#REF!	#REF!
1896	523999	Misc. Financial Investment Activities		#REF!	#REF!
1897	488510	Freight Transportation Arrangement		#REF!	#REF!
1898	523910	Misc. Intermediation		#REF!	#REF!
1899	523930	Investment Advice		#REF!	#REF!
1900	541618	Other Management Consulting Services		#REF!	#REF!
1901	541613	Marketing Consulting Services		#REF!	#REF!
1902	541910	Marketing Research and Public Opinion Polling		#REF!	#REF!
1903	541830	Media Buying Agencies		#REF!	#REF!
1904	541840	Media Representatives		#REF!	#REF!
1905	492110	Courier and Express Delivery Services		#REF!	#REF!
1906	492210	Local Messengers and Local Delivery		#REF!	#REF!
1907	561499	All Other Business Support Services		#REF!	#REF!
1908	522310	Mortgage and Nonmortgage Loan Brokers		#REF!	#REF!
1909	523920	Portfolio Management		#REF!	#REF!
1910	541614	"Process, Physical Distribution, and Logistics Consulting Services"		#REF!	#REF!
1911	541990	"All Other Professional, Scientific, and Technical Services"		#REF!	#REF!
1912	541820	Public Relations Agencies		#REF!	#REF!
1913	541810	Advertising Agencies		#REF!	#REF!
1914	561499	All Other Business Support Services		#REF!	#REF!
1915	541690	Other Scientific and Technical Consulting Services		#REF!	#REF!
1916	523210	Securities and Commodity Exchanges		#REF!	#REF!
1917	523120	Securities Brokerage		#REF!	#REF!
1918	541930	Translation and Interpretation Services		#REF!	#REF!
1919	561510	Travel Agencies		#REF!	#REF!
1920	561520	Tour Operators		#REF!	#REF!
1921	523991	"Trust, Fiduciary, and Custody Activities"		#REF!	#REF!
1922	813410	Civic and Social Organizations		#REF!	#REF!
1923	424920	"Book, Periodical, and Newspaper Merchant Wholesalers"		#REF!	#REF!
1924	532112	Passenger Car Leasing		#REF!	#REF!
1925	441110	New Car Dealers		#REF!	#REF!
1926	441222	Boat Dealers		#REF!	#REF!
1927	441210	Recreational Vehicle Dealers		#REF!	#REF!
1928	453930	Manufactured (Mobile) Home Dealers		#REF!	#REF!
1929	441228	"Motorcycle, ATV, and All Other Motor Vehicle Dealers"		#REF!	#REF!
1930	441210	Recreational Vehicle Dealers		#REF!	#REF!
1931	532120	"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"		#REF!	#REF!
1932	441120	Used Car Dealers		#REF!	#REF!
1933	813930	Labor Unions and Similar Labor Organizations		#REF!	#REF!
1934	561431	Private Mail Centers		#REF!	#REF!
1935	561431	Private Mail Centers		#REF!	#REF!
1936	561431	Private Mail Centers		#REF!	#REF!
1937	541219	Other Accounting Services		#REF!	#REF!
1938	518210	"Data Processing, Hosting, and Related Services"		#REF!	#REF!
1939	518210	"Data Processing, Hosting, and Related Services"		#REF!	#REF!
1940	541512	Computer Systems Design Services		#REF!	#REF!
1941	488210	Support Activities for Rail Transportation		#REF!	#REF!
1942	541211	Offices of Certified Public Accountants		#REF!	#REF!
1943	561110	Office Administrative Services		#REF!	#REF!
1944	541513	Computer Facilities Management Services		#REF!	#REF!
1945	541519	Other Computer Related Services		#REF!	#REF!
1946	511210	Software Publishers		#REF!	#REF!
1947	541512	Computer Systems Design Services		#REF!	#REF!
1948	522291	Consumer Lending		#REF!	#REF!
1949	551114	"Corporate, Subsidiary, and Regional Managing Offices"		#REF!	#REF!
1950	561492	Court Reporting and Stenotype Services		#REF!	#REF!
1951	522210	Credit Card Issuing		#REF!	#REF!
1952	522130	Credit Unions		#REF!	#REF!
1953	522190	Depository Credit Intermediation		#REF!	#REF!
1954	524114	Direct Health and Medical Insurance Carriers		#REF!	#REF!
1955	524128	"Other Direct Insurance (Except Life, Health, and Medical) Carriers"		#REF!	#REF!
1956	524127	Direct Title Insurance Carriers		#REF!	#REF!
1957	561320	Temporary Help Services		#REF!	#REF!
1958	561320	Temporary Help Services		#REF!	#REF!
1959	561320	Temporary Help Services		#REF!	#REF!
1960	561320	Temporary Help Services		#REF!	#REF!
1961	561311	Employment Placement Agencies		#REF!	#REF!
1962	522320	"Financial Transactions Processing, Reserve, and Clearinghouse Activities"		#REF!	#REF!
1963	525990	Other Financial Vehicles		#REF!	#REF!
1964	525120	Health and Welfare Funds		#REF!	#REF!
1965	522293	International Trade Financing		#REF!	#REF!
1966	523110	Investment Banking and Securities Dealing		#REF!	#REF!
1967	521110	Monetary Authorities--Central Bank		#REF!	#REF!
1968	522292	Real Estate Credit		#REF!	#REF!
1969	511110	Newspaper Publishers		#REF!	#REF!
1970	519190	All Other Information Services		#REF!	#REF!
1971	551111	Offices of Bank Holding Cos.		#REF!	#REF!
1972	551112	Offices of Other Holding Cos.		#REF!	#REF!
1973	541120	Offices of Notaries		#REF!	#REF!
1974	525910	Open-End Investment Funds		#REF!	#REF!
1975	541214	Payroll Services		#REF!	#REF!
1976	525110	Pension Funds		#REF!	#REF!
1977	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
1978	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
1979	561330	Professional Employer Organizations		#REF!	#REF!
1980	519120	Libraries and Archives		#REF!	#REF!
1981	712110	Museums		#REF!	#REF!
1982	511130	Book Publishers		#REF!	#REF!
1983	511130	Book Publishers		#REF!	#REF!
1984	511120	Periodical Publishers		#REF!	#REF!
1985	511120	Periodical Publishers		#REF!	#REF!
1986	711212	Racetracks		#REF!	#REF!
1987	524130	Reinsurance Carriers		#REF!	#REF!
1988	522220	Sales Financing		#REF!	#REF!
1989	522120	Savings Institutions		#REF!	#REF!
1990	522294	Secondary Market Financing		#REF!	#REF!
1991	541213	Tax Preparation Services		#REF!	#REF!
1992	561422	Telemarketing Bureaus and Other Contact Centers		#REF!	#REF!
1993	561421	Telephone Answering Services		#REF!	#REF!
1994	524292	Third-Party Administration of Insurance and Pension Funds		#REF!	#REF!
1995	711320	"Promoters of Performing Arts, Sports, and Similar Events without Facilities"		#REF!	#REF!
1996	541191	Title Abstract and Settlement Offices		#REF!	#REF!
1997	525920	"Trusts, Estates, and Agency Accounts"		#REF!	#REF!
1998	541511	Custom Computer Programming Services		#REF!	#REF!
1999	488210	Support Activities for Rail Transportation		#REF!	#REF!
2000	488210	Support Activities for Rail Transportation		#REF!	#REF!
2001	541110	Offices of Lawyers		#REF!	#REF!
2002	541110	Offices of Lawyers		#REF!	#REF!
2003	541110	Offices of Lawyers		#REF!	#REF!
2004	541110	Offices of Lawyers		#REF!	#REF!
2005	541199	All Other Legal Services		#REF!	#REF!
2006	623311	Continuing Care Retirement Centers		#REF!	#REF!
2007	623311	Continuing Care Retirement Centers		#REF!	#REF!
2008	623311	Continuing Care Retirement Centers		#REF!	#REF!
2009	623312	Assisted Living Facilities for the Elderly		#REF!	#REF!
2010	623110	Nursing Care Facilities (Skilled Nursing Facilities)		#REF!	#REF!
2011	623110	Nursing Care Facilities (Skilled Nursing Facilities)		#REF!	#REF!
2012	623312	Assisted Living Facilities for the Elderly		#REF!	#REF!
2013	623220	Residential Mental Health and Substance Abuse Facilities		#REF!	#REF!
2014	623312	Assisted Living Facilities for the Elderly		#REF!	#REF!
2015	623110	Nursing Care Facilities (Skilled Nursing Facilities)		#REF!	#REF!
2016	623110	Nursing Care Facilities (Skilled Nursing Facilities)		#REF!	#REF!
2017	812910	Pet Care (Except Veterinary) Services		#REF!	#REF!
2018	541940	Veterinary Services		#REF!	#REF!
2019	541940	Veterinary Services		#REF!	#REF!
2020	812910	Pet Care (Except Veterinary) Services		#REF!	#REF!
2021	812910	Pet Care (Except Veterinary) Services		#REF!	#REF!
2022	812910	Pet Care (Except Veterinary) Services		#REF!	#REF!
2023	621999	All Other Misc. Ambulatory Health Care Services		#REF!	#REF!
2024	621210	Offices of Dentists		#REF!	#REF!
2025	621512	Diagnostic Imaging Centers		#REF!	#REF!
2026	812191	Diet and Weight Reducing Centers		#REF!	#REF!
2027	621410	Family Planning Centers		#REF!	#REF!
2028	621493	Freestanding Ambulatory Surgical and Emergency Centers		#REF!	#REF!
2029	621493	Freestanding Ambulatory Surgical and Emergency Centers		#REF!	#REF!
2030	621491	HMO Medical Centers		#REF!	#REF!
2031	621492	Kidney Dialysis Centers		#REF!	#REF!
2032	621511	Medical Laboratories		#REF!	#REF!
2033	621310	Offices of Chiropractors		#REF!	#REF!
2034	621330	Offices of Mental Health Practitioners (Except Physicians)		#REF!	#REF!
2035	621399	Offices of All Other Misc. Health Practitioners		#REF!	#REF!
2036	621320	Offices of Optometrists		#REF!	#REF!
2037	621340	"Offices of Physical, Occupational and Speech Therapists, and Audiologists"		#REF!	#REF!
2038	621111	Offices of Physicians (Except Mental Health Specialists)		#REF!	#REF!
2039	621112	"Offices of Physicians, Mental Health Specialists"		#REF!	#REF!
2040	621391	Offices of Podiatrists		#REF!	#REF!
2041	621420	Outpatient Mental Health and Substance Abuse Centers		#REF!	#REF!
2042	621498	All Other Outpatient Care Centers		#REF!	#REF!
2043	623220	Residential Mental Health and Substance Abuse Facilities		#REF!	#REF!
2044	622210	Psychiatric and Substance Abuse Hospitals		#REF!	#REF!
2045	621991	Blood and Organ Banks		#REF!	#REF!
2046	621991	Blood and Organ Banks		#REF!	#REF!
2047	622110	General Medical and Surgical Hospitals		#REF!	#REF!
2048	622210	Psychiatric and Substance Abuse Hospitals		#REF!	#REF!
2049	622310	Specialty (Except Psychiatric and Substance Abuse) Hospitals		#REF!	#REF!
2050	621610	Home Health Care Services		#REF!	#REF!
2051	621610	Home Health Care Services		#REF!	#REF!
2052	621610	Home Health Care Services		#REF!	#REF!
2053	621610	Home Health Care Services		#REF!	#REF!
2054	812990	All Other Personal Services		#REF!	#REF!
2055	621610	Home Health Care Services		#REF!	#REF!
2056	624221	Temporary Shelters		#REF!	#REF!
2057	623990	Other Residential Care Facilities		#REF!	#REF!
2058	623990	Other Residential Care Facilities		#REF!	#REF!
2059	623210	Residential Intellectual and Developmental Disability Facilities		#REF!	#REF!
2060	522110	Commercial Banking		#REF!	#REF!
2061	522390	Other Activities Related to Credit Intermediation		#REF!	#REF!
2062	624210	Community Food Services		#REF!	#REF!
2063	624229	Other Community Housing Services		#REF!	#REF!
2064	624230	Emergency and Other Relief Services		#REF!	#REF!
2065	813312	"Environment, Conservation, and Wildlife Organizations"		#REF!	#REF!
2066	813219	Other Grantmaking and Giving Services		#REF!	#REF!
2067	813311	Human Rights Organizations		#REF!	#REF!
2068	624310	Vocational Rehabilitation Services		#REF!	#REF!
2069	813319	Other Social Advocacy Organizations		#REF!	#REF!
2070	624190	Other Individual and Family Services		#REF!	#REF!
2071	624190	Other Individual and Family Services		#REF!	#REF!
2072	813211	Grantmaking Foundations		#REF!	#REF!
2073	611513	Apprenticeship Training		#REF!	#REF!
2074	611410	Business and Secretarial Schools		#REF!	#REF!
2075	611310	"Colleges, Universities, and Professional Schools"		#REF!	#REF!
2076	611420	Computer Training		#REF!	#REF!
2077	813110	Religious Organizations		#REF!	#REF!
2078	611511	Cosmetology and Barber Schools		#REF!	#REF!
2079	611610	Fine Arts Schools		#REF!	#REF!
2080	611430	Professional and Management Development Training		#REF!	#REF!
2081	813110	Religious Organizations		#REF!	#REF!
2082	541720	Research and Development in the Social Sciences and Humanities		#REF!	#REF!
2083	611110	Elementary and Secondary Schools		#REF!	#REF!
2084	624410	Child Day Care Services		#REF!	#REF!
2085	624410	Child Day Care Services		#REF!	#REF!
2086	624410	Child Day Care Services		#REF!	#REF!
2087	561410	Document Preparation Services		#REF!	#REF!
2088	423690	Other Electronic Parts and Equipment Merchant Wholesalers		#REF!	#REF!
2089	517110	Wired Telecommunications Carriers		#REF!	#REF!
2090	531311	Residential Property Managers		#REF!	#REF!
2091	531311	Residential Property Managers		#REF!	#REF!
2092	531311	Residential Property Managers		#REF!	#REF!
2093	531312	Nonresidential Property Managers		#REF!	#REF!
2094	531311	Residential Property Managers		#REF!	#REF!
2095	531130	Lessors of Miniwarehouses and Self-Storage Units		#REF!	#REF!
2096	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2097	561790	Other Services to Buildings and Dwellings		#REF!	#REF!
2098	561710	Exterminating and Pest Control Services		#REF!	#REF!
2099	561710	Exterminating and Pest Control Services		#REF!	#REF!
2100	561790	Other Services to Buildings and Dwellings		#REF!	#REF!
2101	561720	Janitorial Services		#REF!	#REF!
2102	561720	Janitorial Services		#REF!	#REF!
2103	561720	Janitorial Services		#REF!	#REF!
2104	812990	All Other Personal Services		#REF!	#REF!
2105	561720	Janitorial Services		#REF!	#REF!
2106	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2107	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2108	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2109	531110	Lessors of Residential Buildings and Dwellings		#REF!	#REF!
2110	531110	Lessors of Residential Buildings and Dwellings		#REF!	#REF!
2111	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2112	561790	Other Services to Buildings and Dwellings		#REF!	#REF!
2113	531312	Nonresidential Property Managers		#REF!	#REF!
2114	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2115	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2116	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2117	721214	Recreational and Vacation Camps (Except Campgrounds)		#REF!	#REF!
2118	721211	RV (Recreational Vehicle) Parks and Campgrounds		#REF!	#REF!
2119	721214	Recreational and Vacation Camps (Except Campgrounds)		#REF!	#REF!
2120	531311	Residential Property Managers		#REF!	#REF!
2121	813990	"Other Similar Organizations (Except Business, Professional, Labor, and Political Organizations)"		#REF!	#REF!
2122	531130	Lessors of Miniwarehouses and Self-Storage Units		#REF!	#REF!
2123	561720	Janitorial Services		#REF!	#REF!
2124	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2125	531312	Nonresidential Property Managers		#REF!	#REF!
2126	721211	RV (Recreational Vehicle) Parks and Campgrounds		#REF!	#REF!
2127	713940	Fitness and Recreational Sports Centers		#REF!	#REF!
2128	721211	RV (Recreational Vehicle) Parks and Campgrounds		#REF!	#REF!
2129	713110	Amusement and Theme Parks		#REF!	#REF!
2130	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2131	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2132	712190	Nature Parks and Other Similar Institutions		#REF!	#REF!
2133	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2134	711310	"Promoters of Performing Arts, Sports, and Similar Events with Facilities"		#REF!	#REF!
2135	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2136	611620	Sports and Recreation Instruction		#REF!	#REF!
2137	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2138	713940	Fitness and Recreational Sports Centers		#REF!	#REF!
2139	712190	Nature Parks and Other Similar Institutions		#REF!	#REF!
2140	711212	Racetracks		#REF!	#REF!
2141	711212	Racetracks		#REF!	#REF!
2142	711310	"Promoters of Performing Arts, Sports, and Similar Events with Facilities"		#REF!	#REF!
2143	488490	Other Support Activities for Road Transportation		#REF!	#REF!
2144	925110	Administration of Housing Programs		#REF!	#REF!
2145	622210	Psychiatric and Substance Abuse Hospitals		#REF!	#REF!
2146	622210	Psychiatric and Substance Abuse Hospitals		#REF!	#REF!
2147	622110	General Medical and Surgical Hospitals		#REF!	#REF!
2148	622110	General Medical and Surgical Hospitals		#REF!	#REF!
2149	622210	Psychiatric and Substance Abuse Hospitals		#REF!	#REF!
2150	721120	Casino Hotels		#REF!	#REF!
2151	721191	Bed-and-Breakfast Inns		#REF!	#REF!
2152	722310	Food Service Contractors		#REF!	#REF!
2153	721214	Recreational and Vacation Camps (Except Campgrounds)		#REF!	#REF!
2154	721110	Hotels (Except Casino Hotels) and Motels		#REF!	#REF!
2155	721110	Hotels (Except Casino Hotels) and Motels		#REF!	#REF!
